level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1654	2339	-1	
2	1	1	0	0	0	81	2142	43	27	-1	
3	1	1	1	0	0	81	2142	43	27	-1	
4	1	1	1	1	0	81	2142	43	27	-1	
5	1	1	1	1	1	81	2142	43	27	83	30
2	1	2	0	0	0	192	299	317	40	-1	
3	1	2	1	0	0	192	299	317	40	-1	
4	1	2	1	1	0	192	299	317	40	-1	
5	1	2	1	1	1	192	299	83	39	95	綜合
5	1	2	1	1	2	284	300	84	39	95	權益
5	1	2	1	1	3	380	300	82	38	91	變動
5	1	2	1	1	4	473	299	36	39	96	表
2	1	3	0	0	0	190	362	399	24	-1	
3	1	3	1	0	0	190	362	399	24	-1	
4	1	3	1	1	0	190	362	399	24	-1	
5	1	3	1	1	1	190	362	47	24	90	截至
5	1	3	1	1	2	240	368	22	15	93	二
5	1	3	1	1	3	266	364	22	22	91	零
5	1	3	1	1	4	292	364	32	22	93	一
5	1	3	1	1	5	326	363	37	23	96	八
5	1	3	1	1	6	0	0	1654	2339	96	年
5	1	3	1	1	7	367	363	23	22	96	六
5	1	3	1	1	8	394	363	18	22	96	月
5	1	3	1	1	9	418	365	22	19	96	三
5	1	3	1	1	10	444	362	21	24	96	十
5	1	3	1	1	11	472	363	44	23	92	日
5	1	3	1	1	12	0	0	1654	2339	68	止
5	1	3	1	1	13	519	363	23	22	92	六
5	1	3	1	1	14	545	363	22	23	96	個
5	1	3	1	1	15	572	363	17	22	96	月
2	1	4	0	0	0	186	622	333	139	-1	
3	1	4	1	0	0	186	622	333	139	-1	
4	1	4	1	1	0	187	622	332	24	-1	
5	1	4	1	1	1	187	622	29	23	32	主
5	1	4	1	1	2	218	624	28	21	0	促
5	1	4	1	1	3	248	622	59	24	0	廬
5	1	4	1	1	4	310	622	209	24	0	是
4	1	4	1	2	0	187	680	327	24	-1	
5	1	4	1	2	1	187	680	43	23	18	對
5	1	4	1	2	2	233	680	29	23	0	靈
5	1	4	1	2	3	263	680	59	23	27	性
5	1	4	1	2	4	324	680	29	23	0	唔
5	1	4	1	2	5	354	680	14	23	0	吉
5	1	4	1	2	6	372	680	54	23	0	昌吉
5	1	4	1	2	7	428	680	36	23	13	則
5	1	4	1	2	8	466	680	14	23	0	襄
5	1	4	1	2	9	482	680	32	24	17	人
4	1	4	1	3	0	186	738	198	23	-1	
5	1	4	1	3	1	186	738	29	22	0	証
5	1	4	1	3	2	217	739	44	22	0	多
5	1	4	1	3	3	263	738	121	23	7	時
2	1	5	0	0	0	186	793	333	248	-1	
3	1	5	1	0	0	186	793	333	248	-1	
4	1	5	1	1	0	186	793	59	23	-1	
5	1	5	1	1	1	186	793	44	23	0	迪
5	1	5	1	1	2	232	793	13	22	0	陛
4	1	5	1	2	0	186	825	59	24	-1	
5	1	5	1	2	1	186	825	59	24	28	周一
4	1	5	1	3	0	186	856	175	25	-1	
5	1	5	1	3	1	186	856	29	25	18	類
5	1	5	1	3	2	217	856	43	24	0	迪
5	1	5	1	3	3	261	857	53	24	0	吉
5	1	5	1	3	4	315	857	14	23	17	生
5	1	5	1	3	5	330	857	31	24	16	才
4	1	5	1	4	0	202	889	272	24	-1	
5	1	5	1	4	1	202	889	43	23	19	下
5	1	5	1	4	2	246	889	14	23	11	陛
5	1	5	1	4	3	262	889	13	23	0	半
5	1	5	1	4	4	277	890	14	21	0	公
5	1	5	1	4	5	293	890	13	22	37	生
5	1	5	1	4	6	308	890	13	22	69	及
5	1	5	1	4	7	323	889	13	23	85	人
5	1	5	1	4	8	338	889	13	23	13	當
5	1	5	1	4	9	354	890	28	22	35	公司
5	1	5	1	4	10	384	889	13	23	17	肉
5	1	5	1	4	11	399	889	14	24	96	他
5	1	5	1	4	12	415	890	28	22	49	全面
5	1	5	1	4	13	444	889	15	23	0	佃
5	1	5	1	4	14	460	889	14	23	0	寬
4	1	5	1	5	0	202	921	317	24	-1	
5	1	5	1	5	1	202	922	27	22	60	-
5	1	5	1	5	2	231	922	28	23	0	炊
5	1	5	1	5	3	262	922	13	22	0	丹
5	1	5	1	5	4	277	921	22	23	36	錠
5	1	5	1	5	5	298	921	37	23	0	則
5	1	5	1	5	6	338	921	44	23	0	蓄
5	1	5	1	5	7	383	921	14	23	0	固
5	1	5	1	5	8	0	0	1654	2339	41	人
5	1	5	1	5	9	0	0	1654	2339	66	和
