level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1654	2339	-1	
2	1	1	0	0	0	81	2142	43	27	-1	
3	1	1	1	0	0	81	2142	43	27	-1	
4	1	1	1	1	0	81	2142	43	27	-1	
5	1	1	1	1	1	81	2142	43	27	51	30
2	1	2	0	0	0	192	299	317	40	-1	
3	1	2	1	0	0	192	299	317	40	-1	
4	1	2	1	1	0	192	299	317	40	-1	
5	1	2	1	1	1	192	299	83	39	88	综合
5	1	2	1	1	2	284	300	84	39	93	权益
5	1	2	1	1	3	380	300	82	38	0	绝
5	1	2	1	1	4	0	0	1654	2339	51	动
5	1	2	1	1	5	473	299	36	39	87	表
2	1	3	0	0	0	190	362	399	24	-1	
3	1	3	1	0	0	190	362	399	24	-1	
4	1	3	1	1	0	190	362	399	24	-1	
5	1	3	1	1	1	190	362	47	24	82	截至
5	1	3	1	1	2	240	368	22	15	93	二
5	1	3	1	1	3	266	364	47	22	92	零
5	1	3	1	1	4	316	364	8	22	84	一
5	1	3	1	1	5	326	363	37	23	88	八
5	1	3	1	1	6	0	0	1654	2339	68	年
5	1	3	1	1	7	367	363	23	22	96	六
5	1	3	1	1	8	394	363	18	22	96	月
5	1	3	1	1	9	418	365	22	19	96	三
5	1	3	1	1	10	444	362	44	24	96	十
5	1	3	1	1	11	494	363	22	23	93	日
5	1	3	1	1	12	0	0	1654	2339	83	止
5	1	3	1	1	13	519	363	23	22	96	六
5	1	3	1	1	14	545	363	44	23	96	个
5	1	3	1	1	15	0	0	1654	2339	96	月
2	1	4	0	0	0	186	622	333	139	-1	
3	1	4	1	0	0	186	622	333	139	-1	
4	1	4	1	1	0	187	622	332	24	-1	
5	1	4	1	1	1	187	622	15	23	48	认
5	1	4	1	1	2	203	627	13	14	0	二
5	1	4	1	1	3	218	624	14	21	0	要
5	1	4	1	1	4	234	622	43	23	49	-七
5	1	4	1	1	5	279	622	13	24	76	年
5	1	4	1	1	6	0	0	1654	2339	96	十
5	1	4	1	1	7	294	627	13	14	87	二
5	1	4	1	1	8	310	623	10	22	95	月
5	1	4	1	1	9	324	625	13	18	94	三
5	1	4	1	1	10	340	622	12	24	96	十
5	1	4	1	1	11	355	632	13	3	75	一
5	1	4	1	1	12	373	624	9	20	59	日
5	1	4	1	1	13	386	622	13	23	89	的
5	1	4	1	1	14	401	622	14	23	92	结
5	1	4	1	1	15	416	622	14	23	31	族
5	1	4	1	1	16	432	622	20	23	95	(如
5	1	4	1	1	17	454	622	28	23	86	前
5	1	4	1	1	18	0	0	1654	2339	93	期
5	1	4	1	1	19	485	622	29	23	41	呈报
5	1	4	1	1	20	516	622	3	23	91	)
4	1	4	1	2	0	187	680	327	24	-1	
5	1	4	1	2	1	187	680	14	23	95	就
5	1	4	1	2	2	202	680	14	23	0	抒
5	1	4	1	2	3	218	680	12	23	32	纳
5	1	4	1	2	4	233	680	29	23	90	国际
5	1	4	1	2	5	263	680	29	23	39	财政
5	1	4	1	2	6	294	680	14	23	73	报
5	1	4	1	2	7	309	680	13	23	84	告
5	1	4	1	2	8	324	680	14	23	0	溢
5	1	4	1	2	9	339	680	14	23	34	划
5	1	4	1	2	10	354	680	14	23	95	第
5	1	4	1	2	11	372	683	7	19	75	9
5	1	4	1	2	12	382	680	14	23	69	号
5	1	4	1	2	13	398	680	13	23	81	的
5	1	4	1	2	14	413	680	29	23	83	调整
5	1	4	1	2	15	444	680	36	23	73	(附注
5	1	4	1	2	16	482	680	32	24	4	43))
4	1	4	1	3	0	186	738	198	23	-1	
5	1	4	1	3	1	186	738	15	22	67	认
5	1	4	1	3	2	202	742	13	14	0	=
5	1	4	1	3	3	217	739	28	22	0	要
5	1	4	1	3	4	0	0	1654	2339	31	一
5	1	4	1	3	5	248	740	13	20	95	人
5	1	4	1	3	6	263	738	13	23	61	年
5	1	4	1	3	7	279	748	12	2	92	一
5	1	4	1	3	8	294	739	11	22	96	月
5	1	4	1	3	9	309	748	12	2	94	一
5	1	4	1	3	10	326	740	9	20	85	日
5	1	4	1	3	11	339	738	13	23	81	的
5	1	4	1	3	12	354	738	30	23	92	结
5	1	4	1	3	13	0	0	1654	2339	0	纤
2	1	5	0	0	0	186	793	333	248	-1	
3	1	5	1	0	0	186	793	59	23	-1	
4	1	5	1	1	0	186	793	59	23	-1	
5	1	5	1	1	1	186	794	29	22	93	全
