level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1654	2339	-1	
2	1	1	0	0	0	81	2142	43	27	-1	
3	1	1	1	0	0	81	2142	43	27	-1	
4	1	1	1	1	0	81	2142	43	27	-1	
5	1	1	1	1	1	81	2142	43	27	96	30
2	1	2	0	0	0	192	299	317	40	-1	
3	1	2	1	0	0	192	299	317	40	-1	
4	1	2	1	1	0	192	299	317	40	-1	
5	1	2	1	1	1	192	300	36	38	60	fan
5	1	2	1	1	2	238	299	84	40	35	AE
5	1	2	1	1	3	331	300	37	36	47	teh
5	1	2	1	1	4	380	301	36	37	19	SE
5	1	2	1	1	5	426	300	36	38	17	BY
5	1	2	1	1	6	473	299	36	39	51	Fe
2	1	3	0	0	0	190	362	399	24	-1	
3	1	3	1	0	0	190	362	399	24	-1	
4	1	3	1	1	0	190	362	399	24	-1	
5	1	3	1	1	1	190	362	275	24	0	HB—S—)\FNA=ST
5	1	3	1	1	2	472	363	117	23	27	AIGA
2	1	4	0	0	0	186	622	328	139	-1	
3	1	4	1	0	0	186	622	328	139	-1	
4	1	4	1	1	0	187	622	327	24	-1	
5	1	4	1	1	1	187	622	181	24	0	RIS-tETIAET—
5	1	4	1	1	2	373	622	63	23	41	ABBE
5	1	4	1	1	3	439	622	75	23	26	ASH
4	1	4	1	2	0	187	680	327	24	-1	
5	1	4	1	2	1	187	680	89	23	7	STERNER
5	1	4	1	2	2	278	680	30	23	16	BHR
5	1	4	1	2	3	309	680	59	23	47	ELS
5	1	4	1	2	4	372	680	70	23	24	OSES
5	1	4	1	2	5	444	680	36	23	0	(Mia
5	1	4	1	2	6	482	680	32	24	30	Aa)
4	1	4	1	3	0	186	738	198	23	-1	
5	1	4	1	3	1	186	738	135	23	0	R=3-AF-A-
5	1	4	1	3	2	326	738	58	23	27	BG
2	1	5	0	0	0	186	793	333	248	-1	
3	1	5	1	0	0	186	793	59	23	-1	
4	1	5	1	1	0	186	793	59	23	-1	
5	1	5	1	1	1	186	793	59	23	48	Sas
3	1	5	2	0	0	186	825	59	24	-1	
4	1	5	2	1	0	186	825	59	24	-1	
5	1	5	2	1	1	186	825	59	24	21	HABA
3	1	5	3	0	0	186	856	333	89	-1	
4	1	5	3	1	0	186	856	175	25	-1	
5	1	5	3	1	1	186	856	158	25	0	ASHES)
5	1	5	3	1	2	347	857	14	24	36	:
4	1	5	3	2	0	202	889	272	24	-1	
5	1	5	3	2	1	202	889	73	23	0	DAR
5	1	5	3	2	2	277	890	29	22	0	DA
5	1	5	3	2	3	308	889	28	23	2	A
5	1	5	3	2	4	338	889	28	23	46	SA
5	1	5	3	2	5	369	889	28	23	17	az
5	1	5	3	2	6	399	889	75	24	35	HSER
4	1	5	3	3	0	202	921	317	24	-1	
5	1	5	3	3	1	202	921	119	24	25	WATS
5	1	5	3	3	2	323	921	43	23	23	ARE
5	1	5	3	3	3	368	921	59	23	0	ShaR
5	1	5	3	3	4	429	921	90	24	0	Sma
3	1	5	4	0	0	231	953	227	24	-1	
4	1	5	4	1	0	231	953	227	24	-1	
5	1	5	4	1	1	231	953	74	24	2	GRAB
5	1	5	4	1	2	308	953	58	24	0	ARB
5	1	5	4	1	3	368	953	29	24	0	S
5	1	5	4	1	4	399	953	59	23	13	ETE
3	1	5	5	0	0	202	985	164	56	-1	
4	1	5	5	1	0	202	985	103	23	-1	
5	1	5	5	1	1	202	985	72	23	0	—MTR
5	1	5	5	1	2	276	985	29	23	0	ER
4	1	5	5	2	0	202	1017	164	24	-1	
5	1	5	5	2	1	202	1017	71	24	0	-RWOR
5	1	5	5	2	2	276	1017	90	24	38	RNR
2	1	6	0	0	0	184	1072	122	24	-1	
3	1	6	1	0	0	184	1072	122	24	-1	
4	1	6	1	1	0	184	1072	122	24	-1	
5	1	6	1	1	1	184	1072	122	24	0	HAPHRBAE
2	1	7	0	0	0	184	1126	349	88	-1	
3	1	7	1	0	0	184	1126	349	88	-1	
4	1	7	1	1	0	184	1126	349	25	-1	
5	1	7	1	1	1	184	1127	89	24	0	BREAN
5	1	7	1	1	2	276	1126	59	24	0	RBA
5	1	7	1	1	3	337	1127	28	23	14	AR
5	1	7	1	1	4	367	1126	105	24	1	RARE
5	1	7	1	1	5	474	1127	59	23	0	B
4	1	7	1	2	0	199	1158	197	24	-1	
5	1	7	1	2	1	199	1158	120	24	0	RRS
