level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1654	2339	-1	
2	1	1	0	0	0	81	2142	43	28	-1	
3	1	1	1	0	0	81	2142	43	28	-1	
4	1	1	1	1	0	81	2142	43	28	-1	
5	1	1	1	1	1	81	2142	43	28	91	30
2	1	2	0	0	0	192	300	316	40	-1	
3	1	2	1	0	0	192	300	316	40	-1	
4	1	2	1	1	0	192	300	316	40	-1	
5	1	2	1	1	1	192	300	84	40	90	综合
5	1	2	1	1	2	284	301	85	39	44	权益
5	1	2	1	1	3	381	301	81	39	0	释
5	1	2	1	1	4	0	0	1654	2339	82	动
5	1	2	1	1	5	473	301	35	38	88	表
2	1	3	0	0	0	190	363	398	24	-1	
3	1	3	1	0	0	190	363	398	24	-1	
4	1	3	1	1	0	190	363	398	24	-1	
5	1	3	1	1	1	190	364	47	23	85	截至
5	1	3	1	1	2	240	370	22	14	93	二
5	1	3	1	1	3	266	365	47	22	87	零
5	1	3	1	1	4	317	366	8	21	90	一
5	1	3	1	1	5	327	364	37	23	72	八
5	1	3	1	1	6	0	0	1654	2339	96	年
5	1	3	1	1	7	368	365	22	21	96	六
5	1	3	1	1	8	394	364	18	23	96	月
5	1	3	1	1	9	418	367	23	18	96	三
5	1	3	1	1	10	444	363	43	24	96	十
5	1	3	1	1	11	494	365	22	22	93	日
5	1	3	1	1	12	0	0	1654	2339	89	止
5	1	3	1	1	13	519	365	22	21	96	六
5	1	3	1	1	14	544	364	44	23	93	个
5	1	3	1	1	15	0	0	1654	2339	96	月
2	1	4	0	0	0	187	623	332	139	-1	
3	1	4	1	0	0	187	623	332	139	-1	
4	1	4	1	1	0	187	623	332	24	-1	
5	1	4	1	1	1	187	623	14	23	52	认
5	1	4	1	1	2	203	628	13	14	0	二
5	1	4	1	1	3	218	625	14	21	67	要
5	1	4	1	1	4	234	623	43	24	71	-七
5	1	4	1	1	5	279	623	13	24	96	年
5	1	4	1	1	6	0	0	1654	2339	96	十
5	1	4	1	1	7	294	628	13	14	80	二
5	1	4	1	1	8	310	625	11	21	96	月
5	1	4	1	1	9	325	627	13	17	93	三
5	1	4	1	1	10	340	623	13	24	96	十
5	1	4	1	1	11	356	625	26	21	71	一
5	1	4	1	1	12	0	0	1654	2339	28	日
5	1	4	1	1	13	387	623	12	23	96	的
5	1	4	1	1	14	401	623	29	23	26	结余
5	1	4	1	1	15	432	624	20	22	96	(如
