level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1654	2339	-1	
2	1	1	0	0	0	81	2142	43	27	-1	
3	1	1	1	0	0	81	2142	43	27	-1	
4	1	1	1	1	0	81	2142	43	27	-1	
5	1	1	1	1	1	81	2142	43	27	38	20
2	1	2	0	0	0	192	299	317	40	-1	
3	1	2	1	0	0	192	299	317	40	-1	
4	1	2	1	1	0	192	299	317	40	-1	
5	1	2	1	1	1	192	299	107	40	96	綜合
5	1	2	1	1	2	296	300	72	39	96	權益
5	1	2	1	1	3	380	300	82	38	94	變動
5	1	2	1	1	4	473	299	36	39	96	表
2	1	3	0	0	0	190	362	399	24	-1	
3	1	3	1	0	0	190	362	399	24	-1	
4	1	3	1	1	0	190	362	399	24	-1	
5	1	3	1	1	1	190	362	47	24	91	截至
5	1	3	1	1	2	240	368	22	15	93	二
5	1	3	1	1	3	266	364	22	22	91	零
5	1	3	1	1	4	292	372	21	2	93	一
5	1	3	1	1	5	316	364	23	22	96	八
5	1	3	1	1	6	342	363	21	23	96	年
5	1	3	1	1	7	367	363	23	22	96	六
5	1	3	1	1	8	394	363	18	22	96	月
5	1	3	1	1	9	418	365	22	19	96	三
5	1	3	1	1	10	444	362	21	24	96	十
5	1	3	1	1	11	472	363	44	23	91	日
5	1	3	1	1	12	0	0	1654	2339	92	止
5	1	3	1	1	13	519	363	23	22	91	六
5	1	3	1	1	14	545	363	22	23	96	個
5	1	3	1	1	15	572	363	17	22	96	月
2	1	4	0	0	0	186	622	328	139	-1	
3	1	4	1	0	0	186	622	328	139	-1	
4	1	4	1	1	0	187	622	327	24	-1	
5	1	4	1	1	1	187	622	29	23	53	論
5	1	4	1	1	2	218	624	14	21	79	夫
5	1	4	1	1	3	234	622	28	22	0	-+
5	1	4	1	1	4	264	622	28	24	85	年
5	1	4	1	1	5	294	627	13	14	56	十
5	1	4	1	1	6	310	623	27	22	61	用
5	1	4	1	1	7	340	622	42	24	9	一
5	1	4	1	1	8	386	622	29	23	15	旱
5	1	4	1	1	9	416	622	20	23	0	紋
5	1	4	1	1	10	0	0	1654	2339	0	(
5	1	4	1	1	11	439	622	28	23	0	姑
5	1	4	1	1	12	469	622	13	23	0	期
5	1	4	1	1	13	485	623	13	21	19	#
5	1	4	1	1	14	499	622	15	23	0	幸
4	1	4	1	2	0	187	680	327	24	-1	
5	1	4	1	2	1	187	680	29	23	0	問
5	1	4	1	2	2	218	680	27	23	0	細
5	1	4	1	2	3	248	680	28	23	0	半
5	1	4	1	2	4	278	680	30	23	20	和
5	1	4	1	2	5	309	680	44	23	0	鉀
5	1	4	1	2	6	354	680	25	23	0	賂
5	1	4	1	2	7	382	680	14	23	0	噬
5	1	4	1	2	8	398	680	28	23	0	的
5	1	4	1	2	9	428	680	36	23	0	意
5	1	4	1	2	10	466	680	14	23	0	隊
5	1	4	1	2	11	482	680	32	24	9	人)
4	1	4	1	3	0	186	738	198	23	-1	
5	1	4	1	3	1	186	738	29	22	0	旋
5	1	4	1	3	2	217	739	28	22	0	且
5	1	4	1	3	3	248	738	28	23	18	人
5	1	4	1	3	4	0	0	1654	2339	0	竹
5	1	4	1	3	5	279	748	12	2	50	-
5	1	4	1	3	6	294	739	11	22	88	有
5	1	4	1	3	7	309	738	59	23	0	采購
5	1	4	1	3	8	369	738	15	23	0	繼
2	1	5	0	0	0	186	793	333	248	-1	
3	1	5	1	0	0	186	793	333	248	-1	
4	1	5	1	1	0	186	793	59	23	-1	
5	1	5	1	1	1	186	793	59	23	0	王剛
4	1	5	1	2	0	186	825	59	24	-1	
5	1	5	1	2	1	186	825	44	23	0	峰
5	1	5	1	2	2	232	825	13	24	0	翻
4	1	5	1	3	0	186	856	175	25	-1	
5	1	5	1	3	1	186	856	44	25	0	老
5	1	5	1	3	2	231	856	29	24	0	琉
5	1	5	1	3	3	261	857	21	24	0	尹
5	1	5	1	3	4	285	857	44	23	8	(了
5	1	5	1	3	5	330	857	14	23	0	給
5	1	5	1	3	6	347	857	14	24	60	):
4	1	5	1	4	0	202	889	272	24	-1	
5	1	5	1	4	1	202	890	28	22	70	~
5	1	5	1	4	2	231	889	14	23	19	外
5	1	5	1	4	3	246	889	14	23	29	陛
5	1	5	1	4	4	262	889	13	23	0	半
5	1	5	1	4	5	277	890	14	21	0	公
5	1	5	1	4	6	293	890	13	22	44	生
